,chooseFrontProbability,likeFrontNumber,likeNumber,students,teacherUtility,totalUtility,utility-0,utility-1,utility-2,utility-3,utility-4,utility-5,utility-6,utility-7
217,0.799999999999999,5,5,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1196}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1194}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1203}, {'id': 3, 'like': 1, 'front': 1, 'utility': 1207}, {'id': 4, 'like': 1, 'front': 0, 'utility': 52}, {'id': 5, 'like': 0, 'front': 0, 'utility': 951}, {'id': 6, 'like': 0, 'front': 0, 'utility': 950}, {'id': 7, 'like': 0, 'front': 0, 'utility': 951}]",852,7704,1196,1194,1203,1207,52,951,950,951
315,0.7000000000000001,6,7,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1177}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1179}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1173}, {'id': 3, 'like': 1, 'front': 1, 'utility': 1171}, {'id': 4, 'like': 1, 'front': 0, 'utility': 76}, {'id': 5, 'like': 1, 'front': 0, 'utility': 77}, {'id': 6, 'like': 0, 'front': 0, 'utility': 925}, {'id': 7, 'like': 0, 'front': 0, 'utility': 926}]",852,6704,1177,1179,1173,1171,76,77,925,926
290,0.4,4,7,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1100}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1096}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1101}, {'id': 3, 'like': 1, 'front': 1, 'utility': 1094}, {'id': 4, 'like': 1, 'front': 0, 'utility': 152}, {'id': 5, 'like': 1, 'front': 0, 'utility': 155}, {'id': 6, 'like': 1, 'front': 0, 'utility': 152}, {'id': 7, 'like': 0, 'front': 0, 'utility': 850}]",850,5700,1100,1096,1101,1094,152,155,152,850
223,0.30000000000000004,2,6,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1075}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1080}, {'id': 2, 'like': 0, 'front': 1, 'utility': 1926}, {'id': 3, 'like': 0, 'front': 1, 'utility': 1923}, {'id': 4, 'like': 1, 'front': 0, 'utility': 178}, {'id': 5, 'like': 1, 'front': 0, 'utility': 170}, {'id': 6, 'like': 1, 'front': 0, 'utility': 175}, {'id': 7, 'like': 1, 'front': 0, 'utility': 171}]",850,6698,1075,1080,1926,1923,178,170,175,171
249,0.7000000000000001,4,6,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1177}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1168}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1177}, {'id': 3, 'like': 1, 'front': 1, 'utility': 1175}, {'id': 4, 'like': 1, 'front': 0, 'utility': 77}, {'id': 5, 'like': 1, 'front': 0, 'utility': 74}, {'id': 6, 'like': 0, 'front': 0, 'utility': 922}, {'id': 7, 'like': 0, 'front': 0, 'utility': 927}]",849,6697,1177,1168,1177,1175,77,74,922,927
206,0.799999999999999,4,5,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1198}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1198}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1201}, {'id': 3, 'like': 1, 'front': 1, 'utility': 1202}, {'id': 4, 'like': 1, 'front': 0, 'utility': 48}, {'id': 5, 'like': 0, 'front': 0, 'utility': 947}, {'id': 6, 'like': 0, 'front': 0, 'utility': 949}, {'id': 7, 'like': 0, 'front': 0, 'utility': 951}]",847,7694,1198,1198,1201,1202,48,947,949,951
281,0.6000000000000001,3,7,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1160}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1158}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1143}, {'id': 3, 'like': 0, 'front': 1, 'utility': 1846}, {'id': 4, 'like': 1, 'front': 0, 'utility': 100}, {'id': 5, 'like': 1, 'front': 0, 'utility': 96}, {'id': 6, 'like': 1, 'front': 0, 'utility': 96}, {'id': 7, 'like': 1, 'front': 0, 'utility': 95}]",846,5694,1160,1158,1143,1846,100,96,96,95
167,0.2,1,5,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1052}, {'id': 1, 'like': 0, 'front': 1, 'utility': 1944}, {'id': 2, 'like': 0, 'front': 1, 'utility': 1948}, {'id': 3, 'like': 0, 'front': 1, 'utility': 1953}, {'id': 4, 'like': 1, 'front': 0, 'utility': 197}, {'id': 5, 'like': 1, 'front': 0, 'utility': 201}, {'id': 6, 'like': 1, 'front': 0, 'utility': 196}, {'id': 7, 'like': 1, 'front': 0, 'utility': 200}]",846,7691,1052,1944,1948,1953,197,201,196,200
304,0.7000000000000001,5,7,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1175}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1171}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1174}, {'id': 3, 'like': 1, 'front': 1, 'utility': 1175}, {'id': 4, 'like': 1, 'front': 0, 'utility': 75}, {'id': 5, 'like': 1, 'front': 0, 'utility': 74}, {'id': 6, 'like': 0, 'front': 0, 'utility': 922}, {'id': 7, 'like': 0, 'front': 0, 'utility': 922}]",844,6688,1175,1171,1174,1175,75,74,922,922
282,0.7000000000000001,3,7,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1177}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1173}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1179}, {'id': 3, 'like': 0, 'front': 1, 'utility': 1825}, {'id': 4, 'like': 1, 'front': 0, 'utility': 76}, {'id': 5, 'like': 1, 'front': 0, 'utility': 76}, {'id': 6, 'like': 1, 'front': 0, 'utility': 73}, {'id': 7, 'like': 1, 'front': 0, 'utility': 72}]",825,5651,1177,1173,1179,1825,76,76,73,72
289,0.30000000000000004,4,7,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1078}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1073}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1074}, {'id': 3, 'like': 1, 'front': 1, 'utility': 1074}, {'id': 4, 'like': 1, 'front': 0, 'utility': 174}, {'id': 5, 'like': 1, 'front': 0, 'utility': 170}, {'id': 6, 'like': 1, 'front': 0, 'utility': 176}, {'id': 7, 'like': 0, 'front': 0, 'utility': 819}]",819,5638,1078,1073,1074,1074,174,170,176,819
322,0.30000000000000004,7,7,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1078}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1078}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1073}, {'id': 3, 'like': 1, 'front': 1, 'utility': 1071}, {'id': 4, 'like': 1, 'front': 0, 'utility': 169}, {'id': 5, 'like': 1, 'front': 0, 'utility': 176}, {'id': 6, 'like': 1, 'front': 0, 'utility': 173}, {'id': 7, 'like': 0, 'front': 0, 'utility': 817}]",817,5635,1078,1078,1073,1071,169,176,173,817
303,0.6000000000000001,5,7,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1152}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1147}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1157}, {'id': 3, 'like': 1, 'front': 1, 'utility': 1147}, {'id': 4, 'like': 1, 'front': 0, 'utility': 99}, {'id': 5, 'like': 1, 'front': 0, 'utility': 102}, {'id': 6, 'like': 0, 'front': 0, 'utility': 905}, {'id': 7, 'like': 0, 'front': 0, 'utility': 899}]",804,6608,1152,1147,1157,1147,99,102,905,899
321,0.2,7,7,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1047}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1047}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1049}, {'id': 3, 'like': 1, 'front': 1, 'utility': 1051}, {'id': 4, 'like': 1, 'front': 0, 'utility': 202}, {'id': 5, 'like': 1, 'front': 0, 'utility': 205}, {'id': 6, 'like': 1, 'front': 0, 'utility': 201}, {'id': 7, 'like': 0, 'front': 0, 'utility': 802}]",802,5604,1047,1047,1049,1051,202,205,201,802
248,0.6000000000000001,4,6,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1142}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1151}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1151}, {'id': 3, 'like': 1, 'front': 1, 'utility': 1154}, {'id': 4, 'like': 1, 'front': 0, 'utility': 104}, {'id': 5, 'like': 1, 'front': 0, 'utility': 98}, {'id': 6, 'like': 0, 'front': 0, 'utility': 899}, {'id': 7, 'like': 0, 'front': 0, 'utility': 902}]",801,6601,1142,1151,1151,1154,104,98,899,902
288,0.2,4,7,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1051}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1051}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1049}, {'id': 3, 'like': 1, 'front': 1, 'utility': 1051}, {'id': 4, 'like': 1, 'front': 0, 'utility': 199}, {'id': 5, 'like': 1, 'front': 0, 'utility': 200}, {'id': 6, 'like': 1, 'front': 0, 'utility': 200}, {'id': 7, 'like': 0, 'front': 0, 'utility': 801}]",801,5602,1051,1051,1049,1051,199,200,200,801
283,0.799999999999999,3,7,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1201}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1200}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1204}, {'id': 3, 'like': 0, 'front': 1, 'utility': 1800}, {'id': 4, 'like': 1, 'front': 0, 'utility': 51}, {'id': 5, 'like': 1, 'front': 0, 'utility': 47}, {'id': 6, 'like': 1, 'front': 0, 'utility': 47}, {'id': 7, 'like': 1, 'front': 0, 'utility': 49}]",800,5599,1201,1200,1204,1800,51,47,47,49
314,0.6000000000000001,6,7,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1149}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1154}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1143}, {'id': 3, 'like': 1, 'front': 1, 'utility': 1154}, {'id': 4, 'like': 1, 'front': 0, 'utility': 100}, {'id': 5, 'like': 1, 'front': 0, 'utility': 100}, {'id': 6, 'like': 0, 'front': 0, 'utility': 899}, {'id': 7, 'like': 0, 'front': 0, 'utility': 901}]",800,6600,1149,1154,1143,1154,100,100,899,901
270,0.6000000000000001,6,6,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1147}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1158}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1150}, {'id': 3, 'like': 1, 'front': 1, 'utility': 1152}, {'id': 4, 'like': 1, 'front': 0, 'utility': 97}, {'id': 5, 'like': 1, 'front': 0, 'utility': 95}, {'id': 6, 'like': 0, 'front': 0, 'utility': 898}, {'id': 7, 'like': 0, 'front': 0, 'utility': 902}]",800,6599,1147,1158,1150,1152,97,95,898,902
162,0.799999999999999,4,4,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1198}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1195}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1206}, {'id': 3, 'like': 1, 'front': 1, 'utility': 1199}, {'id': 4, 'like': 0, 'front': 0, 'utility': 948}, {'id': 5, 'like': 0, 'front': 0, 'utility': 949}, {'id': 6, 'like': 0, 'front': 0, 'utility': 948}, {'id': 7, 'like': 0, 'front': 0, 'utility': 953}]",798,8596,1198,1195,1206,1199,948,949,948,953
224,0.4,2,6,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1099}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1101}, {'id': 2, 'like': 0, 'front': 1, 'utility': 1897}, {'id': 3, 'like': 0, 'front': 1, 'utility': 1900}, {'id': 4, 'like': 1, 'front': 0, 'utility': 149}, {'id': 5, 'like': 1, 'front': 0, 'utility': 152}, {'id': 6, 'like': 1, 'front': 0, 'utility': 151}, {'id': 7, 'like': 1, 'front': 0, 'utility': 145}]",797,6594,1099,1101,1897,1900,149,152,151,145
112,0.2,0,4,"[{'id': 0, 'like': 0, 'front': 1, 'utility': 1947}, {'id': 1, 'like': 0, 'front': 1, 'utility': 1949}, {'id': 2, 'like': 0, 'front': 1, 'utility': 1950}, {'id': 3, 'like': 0, 'front': 1, 'utility': 1948}, {'id': 4, 'like': 1, 'front': 0, 'utility': 199}, {'id': 5, 'like': 1, 'front': 0, 'utility': 192}, {'id': 6, 'like': 1, 'front': 0, 'utility': 204}, {'id': 7, 'like': 1, 'front': 0, 'utility': 199}]",794,8588,1947,1949,1950,1948,199,192,204,199
168,0.30000000000000004,1,5,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1075}, {'id': 1, 'like': 0, 'front': 1, 'utility': 1922}, {'id': 2, 'like': 0, 'front': 1, 'utility': 1925}, {'id': 3, 'like': 0, 'front': 1, 'utility': 1934}, {'id': 4, 'like': 1, 'front': 0, 'utility': 180}, {'id': 5, 'like': 1, 'front': 0, 'utility': 182}, {'id': 6, 'like': 1, 'front': 0, 'utility': 172}, {'id': 7, 'like': 1, 'front': 0, 'utility': 171}]",781,7561,1075,1922,1925,1934,180,182,172,171
284,0.899999999999999,3,7,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1227}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1223}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1228}, {'id': 3, 'like': 0, 'front': 1, 'utility': 1775}, {'id': 4, 'like': 1, 'front': 0, 'utility': 26}, {'id': 5, 'like': 1, 'front': 0, 'utility': 24}, {'id': 6, 'like': 1, 'front': 0, 'utility': 24}, {'id': 7, 'like': 1, 'front': 0, 'utility': 24}]",775,5551,1227,1223,1228,1775,26,24,24,24
260,0.7000000000000001,5,6,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1175}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1169}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1176}, {'id': 3, 'like': 1, 'front': 1, 'utility': 1175}, {'id': 4, 'like': 1, 'front': 0, 'utility': 79}, {'id': 5, 'like': 0, 'front': 0, 'utility': 922}, {'id': 6, 'like': 0, 'front': 0, 'utility': 929}, {'id': 7, 'like': 0, 'front': 0, 'utility': 924}]",774,7549,1175,1169,1176,1175,79,922,929,924
216,0.7000000000000001,5,5,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1171}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1177}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1174}, {'id': 3, 'like': 1, 'front': 1, 'utility': 1172}, {'id': 4, 'like': 1, 'front': 0, 'utility': 78}, {'id': 5, 'like': 0, 'front': 0, 'utility': 927}, {'id': 6, 'like': 0, 'front': 0, 'utility': 922}, {'id': 7, 'like': 0, 'front': 0, 'utility': 923}]",772,7544,1171,1177,1174,1172,78,927,922,923
320,0.1,7,7,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1024}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1026}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1025}, {'id': 3, 'like': 1, 'front': 1, 'utility': 1029}, {'id': 4, 'like': 1, 'front': 0, 'utility': 227}, {'id': 5, 'like': 1, 'front': 0, 'utility': 229}, {'id': 6, 'like': 1, 'front': 0, 'utility': 213}, {'id': 7, 'like': 0, 'front': 0, 'utility': 772}]",772,5545,1024,1026,1025,1029,227,229,213,772
205,0.7000000000000001,4,5,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1168}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1180}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1176}, {'id': 3, 'like': 1, 'front': 1, 'utility': 1175}, {'id': 4, 'like': 1, 'front': 0, 'utility': 73}, {'id': 5, 'like': 0, 'front': 0, 'utility': 920}, {'id': 6, 'like': 0, 'front': 0, 'utility': 924}, {'id': 7, 'like': 0, 'front': 0, 'utility': 928}]",771,7544,1168,1180,1176,1175,73,920,924,928
287,0.1,4,7,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1023}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1026}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1026}, {'id': 3, 'like': 1, 'front': 1, 'utility': 1025}, {'id': 4, 'like': 1, 'front': 0, 'utility': 219}, {'id': 5, 'like': 1, 'front': 0, 'utility': 225}, {'id': 6, 'like': 1, 'front': 0, 'utility': 225}, {'id': 7, 'like': 0, 'front': 0, 'utility': 770}]",770,5539,1023,1026,1026,1025,219,225,225,770
319,0.0,7,7,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1000}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1000}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1000}, {'id': 3, 'like': 1, 'front': 1, 'utility': 1000}, {'id': 4, 'like': 1, 'front': 0, 'utility': 249}, {'id': 5, 'like': 1, 'front': 0, 'utility': 245}, {'id': 6, 'like': 1, 'front': 0, 'utility': 266}, {'id': 7, 'like': 0, 'front': 0, 'utility': 760}]",760,5520,1000,1000,1000,1000,249,245,266,760
109,0.9999999999999991,3,3,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1243}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1247}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1266}, {'id': 3, 'like': 0, 'front': 1, 'utility': 1756}, {'id': 4, 'like': 0, 'front': 0, 'utility': 1000}, {'id': 5, 'like': 0, 'front': 0, 'utility': 1000}, {'id': 6, 'like': 0, 'front': 0, 'utility': 1000}, {'id': 7, 'like': 0, 'front': 0, 'utility': 1000}]",756,9512,1243,1247,1266,1756,1000,1000,1000,1000
232,0.1,3,6,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1027}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1023}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1024}, {'id': 3, 'like': 0, 'front': 1, 'utility': 1975}, {'id': 4, 'like': 1, 'front': 0, 'utility': 228}, {'id': 5, 'like': 1, 'front': 0, 'utility': 226}, {'id': 6, 'like': 1, 'front': 0, 'utility': 226}, {'id': 7, 'like': 0, 'front': 0, 'utility': 780}]",755,6509,1027,1023,1024,1975,228,226,226,780
238,0.7000000000000001,3,6,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1178}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1175}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1175}, {'id': 3, 'like': 0, 'front': 1, 'utility': 1831}, {'id': 4, 'like': 1, 'front': 0, 'utility': 71}, {'id': 5, 'like': 1, 'front': 0, 'utility': 79}, {'id': 6, 'like': 1, 'front': 0, 'utility': 76}, {'id': 7, 'like': 0, 'front': 0, 'utility': 923}]",754,6508,1178,1175,1175,1831,71,79,76,923
247,0.5,4,6,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1129}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1126}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1122}, {'id': 3, 'like': 1, 'front': 1, 'utility': 1126}, {'id': 4, 'like': 1, 'front': 0, 'utility': 127}, {'id': 5, 'like': 1, 'front': 0, 'utility': 125}, {'id': 6, 'like': 0, 'front': 0, 'utility': 880}, {'id': 7, 'like': 0, 'front': 0, 'utility': 875}]",754,6510,1129,1126,1122,1126,127,125,880,875
233,0.2,3,6,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1049}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1052}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1052}, {'id': 3, 'like': 0, 'front': 1, 'utility': 1948}, {'id': 4, 'like': 1, 'front': 0, 'utility': 203}, {'id': 5, 'like': 1, 'front': 0, 'utility': 200}, {'id': 6, 'like': 1, 'front': 0, 'utility': 198}, {'id': 7, 'like': 0, 'front': 0, 'utility': 806}]",754,6508,1049,1052,1052,1948,203,200,198,806
286,0.0,4,7,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1000}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1000}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1000}, {'id': 3, 'like': 1, 'front': 1, 'utility': 1000}, {'id': 4, 'like': 1, 'front': 0, 'utility': 250}, {'id': 5, 'like': 1, 'front': 0, 'utility': 253}, {'id': 6, 'like': 1, 'front': 0, 'utility': 250}, {'id': 7, 'like': 0, 'front': 0, 'utility': 753}]",753,5506,1000,1000,1000,1000,250,253,250,753
66,0.0,0,3,"[{'id': 0, 'like': 0, 'front': 1, 'utility': 2000}, {'id': 1, 'like': 0, 'front': 1, 'utility': 2000}, {'id': 2, 'like': 0, 'front': 1, 'utility': 2000}, {'id': 3, 'like': 0, 'front': 1, 'utility': 2000}, {'id': 4, 'like': 1, 'front': 0, 'utility': 255}, {'id': 5, 'like': 1, 'front': 0, 'utility': 245}, {'id': 6, 'like': 1, 'front': 0, 'utility': 251}, {'id': 7, 'like': 0, 'front': 0, 'utility': 752}]",752,9503,2000,2000,2000,2000,255,245,251,752
240,0.899999999999999,3,6,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1223}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1223}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1232}, {'id': 3, 'like': 0, 'front': 1, 'utility': 1778}, {'id': 4, 'like': 1, 'front': 0, 'utility': 23}, {'id': 5, 'like': 1, 'front': 0, 'utility': 26}, {'id': 6, 'like': 1, 'front': 0, 'utility': 26}, {'id': 7, 'like': 0, 'front': 0, 'utility': 974}]",752,6505,1223,1223,1232,1778,23,26,26,974
225,0.5,2,6,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1125}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1126}, {'id': 2, 'like': 0, 'front': 1, 'utility': 1877}, {'id': 3, 'like': 0, 'front': 1, 'utility': 1874}, {'id': 4, 'like': 1, 'front': 0, 'utility': 123}, {'id': 5, 'like': 1, 'front': 0, 'utility': 127}, {'id': 6, 'like': 1, 'front': 0, 'utility': 122}, {'id': 7, 'like': 1, 'front': 0, 'utility': 128}]",752,6502,1125,1126,1877,1874,123,127,122,128
197,0.9999999999999991,3,5,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1250}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1246}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1255}, {'id': 3, 'like': 0, 'front': 1, 'utility': 1751}, {'id': 4, 'like': 1, 'front': 0, 'utility': 0}, {'id': 5, 'like': 1, 'front': 0, 'utility': 0}, {'id': 6, 'like': 0, 'front': 0, 'utility': 1000}, {'id': 7, 'like': 0, 'front': 0, 'utility': 1000}]",751,7502,1250,1246,1255,1751,0,0,1000,1000
231,0.0,3,6,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1000}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1000}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1000}, {'id': 3, 'like': 0, 'front': 1, 'utility': 2000}, {'id': 4, 'like': 1, 'front': 0, 'utility': 252}, {'id': 5, 'like': 1, 'front': 0, 'utility': 246}, {'id': 6, 'like': 1, 'front': 0, 'utility': 253}, {'id': 7, 'like': 0, 'front': 0, 'utility': 751}]",751,6502,1000,1000,1000,2000,252,246,253,751
153,0.9999999999999991,3,4,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1250}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1249}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1252}, {'id': 3, 'like': 0, 'front': 1, 'utility': 1750}, {'id': 4, 'like': 1, 'front': 0, 'utility': 0}, {'id': 5, 'like': 0, 'front': 0, 'utility': 1000}, {'id': 6, 'like': 0, 'front': 0, 'utility': 1000}, {'id': 7, 'like': 0, 'front': 0, 'utility': 1000}]",750,8501,1250,1249,1252,1750,0,1000,1000,1000
121,0.0,1,4,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1000}, {'id': 1, 'like': 0, 'front': 1, 'utility': 2000}, {'id': 2, 'like': 0, 'front': 1, 'utility': 2000}, {'id': 3, 'like': 0, 'front': 1, 'utility': 2000}, {'id': 4, 'like': 1, 'front': 0, 'utility': 259}, {'id': 5, 'like': 1, 'front': 0, 'utility': 244}, {'id': 6, 'like': 1, 'front': 0, 'utility': 247}, {'id': 7, 'like': 0, 'front': 0, 'utility': 750}]",750,8500,1000,2000,2000,2000,259,244,247,750
176,0.0,2,5,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1000}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1000}, {'id': 2, 'like': 0, 'front': 1, 'utility': 2000}, {'id': 3, 'like': 0, 'front': 1, 'utility': 2000}, {'id': 4, 'like': 1, 'front': 0, 'utility': 248}, {'id': 5, 'like': 1, 'front': 0, 'utility': 247}, {'id': 6, 'like': 1, 'front': 0, 'utility': 255}, {'id': 7, 'like': 0, 'front': 0, 'utility': 750}]",750,7500,1000,1000,2000,2000,248,247,255,750
236,0.5,3,6,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1126}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1127}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1124}, {'id': 3, 'like': 0, 'front': 1, 'utility': 1876}, {'id': 4, 'like': 1, 'front': 0, 'utility': 127}, {'id': 5, 'like': 1, 'front': 0, 'utility': 124}, {'id': 6, 'like': 1, 'front': 0, 'utility': 122}, {'id': 7, 'like': 0, 'front': 0, 'utility': 873}]",749,6499,1126,1127,1124,1876,127,124,122,873
235,0.4,3,6,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1099}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1101}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1094}, {'id': 3, 'like': 0, 'front': 1, 'utility': 1896}, {'id': 4, 'like': 1, 'front': 0, 'utility': 151}, {'id': 5, 'like': 1, 'front': 0, 'utility': 155}, {'id': 6, 'like': 1, 'front': 0, 'utility': 150}, {'id': 7, 'like': 0, 'front': 0, 'utility': 853}]",749,6499,1099,1101,1094,1896,151,155,150,853
234,0.30000000000000004,3,6,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1075}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1075}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1076}, {'id': 3, 'like': 0, 'front': 1, 'utility': 1928}, {'id': 4, 'like': 1, 'front': 0, 'utility': 185}, {'id': 5, 'like': 1, 'front': 0, 'utility': 171}, {'id': 6, 'like': 1, 'front': 0, 'utility': 167}, {'id': 7, 'like': 0, 'front': 0, 'utility': 821}]",749,6498,1075,1075,1076,1928,185,171,167,821
313,0.5,6,7,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 1124}, {'id': 1, 'like': 1, 'front': 1, 'utility': 1122}, {'id': 2, 'like': 1, 'front': 1, 'utility': 1122}, {'id': 3, 'like': 1, 'front': 1, 'utility': 1123}, {'id': 4, 'like': 1, 'front': 0, 'utility': 128}, {'id': 5, 'like': 1, 'front': 0, 'utility': 129}, {'id': 6, 'like': 0, 'front': 0, 'utility': 873}, {'id': 7, 'like': 0, 'front': 0, 'utility': 875}]",748,6496,1124,1122,1122,1123,128,129,873,875
