,chooseFrontProbability,likeFrontNumber,likeNumber,students,teacherUtility,totalUtility,utility-0,utility-1,utility-2,utility-3,utility-4,utility-5,utility-6,utility-7
223,0.3,2,6,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 78}, {'id': 1, 'like': 1, 'front': 1, 'utility': 79}, {'id': 2, 'like': 0, 'front': 1, 'utility': 924}, {'id': 3, 'like': 0, 'front': 1, 'utility': 927}, {'id': 4, 'like': 1, 'front': 0, 'utility': 179}, {'id': 5, 'like': 1, 'front': 0, 'utility': 165}, {'id': 6, 'like': 1, 'front': 0, 'utility': 174}, {'id': 7, 'like': 1, 'front': 0, 'utility': 175}]",851,2701,78,79,924,927,179,165,174,175
206,0.8,4,5,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 200}, {'id': 1, 'like': 1, 'front': 1, 'utility': 203}, {'id': 2, 'like': 1, 'front': 1, 'utility': 196}, {'id': 3, 'like': 1, 'front': 1, 'utility': 203}, {'id': 4, 'like': 1, 'front': 0, 'utility': 48}, {'id': 5, 'like': 0, 'front': 0, 'utility': 950}, {'id': 6, 'like': 0, 'front': 0, 'utility': 948}, {'id': 7, 'like': 0, 'front': 0, 'utility': 951}]",849,3699,200,203,196,203,48,950,948,951
304,0.7,5,7,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 173}, {'id': 1, 'like': 1, 'front': 1, 'utility': 177}, {'id': 2, 'like': 1, 'front': 1, 'utility': 173}, {'id': 3, 'like': 1, 'front': 1, 'utility': 173}, {'id': 4, 'like': 1, 'front': 0, 'utility': 80}, {'id': 5, 'like': 1, 'front': 0, 'utility': 73}, {'id': 6, 'like': 0, 'front': 0, 'utility': 925}, {'id': 7, 'like': 0, 'front': 0, 'utility': 923}]",848,2697,173,177,173,173,80,73,925,923
249,0.7,4,6,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 171}, {'id': 1, 'like': 1, 'front': 1, 'utility': 171}, {'id': 2, 'like': 1, 'front': 1, 'utility': 173}, {'id': 3, 'like': 1, 'front': 1, 'utility': 181}, {'id': 4, 'like': 1, 'front': 0, 'utility': 76}, {'id': 5, 'like': 1, 'front': 0, 'utility': 76}, {'id': 6, 'like': 0, 'front': 0, 'utility': 920}, {'id': 7, 'like': 0, 'front': 0, 'utility': 927}]",848,2695,171,171,173,181,76,76,920,927
281,0.6,3,7,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 149}, {'id': 1, 'like': 1, 'front': 1, 'utility': 151}, {'id': 2, 'like': 1, 'front': 1, 'utility': 151}, {'id': 3, 'like': 0, 'front': 1, 'utility': 848}, {'id': 4, 'like': 1, 'front': 0, 'utility': 96}, {'id': 5, 'like': 1, 'front': 0, 'utility': 99}, {'id': 6, 'like': 1, 'front': 0, 'utility': 104}, {'id': 7, 'like': 1, 'front': 0, 'utility': 99}]",848,1697,149,151,151,848,96,99,104,99
167,0.2,1,5,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 51}, {'id': 1, 'like': 0, 'front': 1, 'utility': 949}, {'id': 2, 'like': 0, 'front': 1, 'utility': 951}, {'id': 3, 'like': 0, 'front': 1, 'utility': 946}, {'id': 4, 'like': 1, 'front': 0, 'utility': 200}, {'id': 5, 'like': 1, 'front': 0, 'utility': 199}, {'id': 6, 'like': 1, 'front': 0, 'utility': 198}, {'id': 7, 'like': 1, 'front': 0, 'utility': 198}]",845,3692,51,949,951,946,200,199,198,198
290,0.4,4,7,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 98}, {'id': 1, 'like': 1, 'front': 1, 'utility': 99}, {'id': 2, 'like': 1, 'front': 1, 'utility': 103}, {'id': 3, 'like': 1, 'front': 1, 'utility': 99}, {'id': 4, 'like': 1, 'front': 0, 'utility': 149}, {'id': 5, 'like': 1, 'front': 0, 'utility': 147}, {'id': 6, 'like': 1, 'front': 0, 'utility': 146}, {'id': 7, 'like': 0, 'front': 0, 'utility': 842}]",842,1683,98,99,103,99,149,147,146,842
282,0.7,3,7,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 173}, {'id': 1, 'like': 1, 'front': 1, 'utility': 175}, {'id': 2, 'like': 1, 'front': 1, 'utility': 178}, {'id': 3, 'like': 0, 'front': 1, 'utility': 829}, {'id': 4, 'like': 1, 'front': 0, 'utility': 78}, {'id': 5, 'like': 1, 'front': 0, 'utility': 72}, {'id': 6, 'like': 1, 'front': 0, 'utility': 82}, {'id': 7, 'like': 1, 'front': 0, 'utility': 71}]",829,1658,173,175,178,829,78,72,82,71
289,0.3,4,7,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 77}, {'id': 1, 'like': 1, 'front': 1, 'utility': 76}, {'id': 2, 'like': 1, 'front': 1, 'utility': 77}, {'id': 3, 'like': 1, 'front': 1, 'utility': 75}, {'id': 4, 'like': 1, 'front': 0, 'utility': 172}, {'id': 5, 'like': 1, 'front': 0, 'utility': 174}, {'id': 6, 'like': 1, 'front': 0, 'utility': 174}, {'id': 7, 'like': 0, 'front': 0, 'utility': 825}]",825,1650,77,76,77,75,172,174,174,825
322,0.3,7,7,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 75}, {'id': 1, 'like': 1, 'front': 1, 'utility': 72}, {'id': 2, 'like': 1, 'front': 1, 'utility': 77}, {'id': 3, 'like': 1, 'front': 1, 'utility': 74}, {'id': 4, 'like': 1, 'front': 0, 'utility': 175}, {'id': 5, 'like': 1, 'front': 0, 'utility': 171}, {'id': 6, 'like': 1, 'front': 0, 'utility': 179}, {'id': 7, 'like': 0, 'front': 0, 'utility': 822}]",822,1645,75,72,77,74,175,171,179,822
270,0.6,6,6,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 148}, {'id': 1, 'like': 1, 'front': 1, 'utility': 154}, {'id': 2, 'like': 1, 'front': 1, 'utility': 152}, {'id': 3, 'like': 1, 'front': 1, 'utility': 149}, {'id': 4, 'like': 1, 'front': 0, 'utility': 100}, {'id': 5, 'like': 1, 'front': 0, 'utility': 99}, {'id': 6, 'like': 0, 'front': 0, 'utility': 904}, {'id': 7, 'like': 0, 'front': 0, 'utility': 899}]",803,2605,148,154,152,149,100,99,904,899
112,0.2,0,4,"[{'id': 0, 'like': 0, 'front': 1, 'utility': 952}, {'id': 1, 'like': 0, 'front': 1, 'utility': 949}, {'id': 2, 'like': 0, 'front': 1, 'utility': 948}, {'id': 3, 'like': 0, 'front': 1, 'utility': 953}, {'id': 4, 'like': 1, 'front': 0, 'utility': 197}, {'id': 5, 'like': 1, 'front': 0, 'utility': 203}, {'id': 6, 'like': 1, 'front': 0, 'utility': 200}, {'id': 7, 'like': 1, 'front': 0, 'utility': 202}]",802,4604,952,949,948,953,197,203,200,202
303,0.6,5,7,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 152}, {'id': 1, 'like': 1, 'front': 1, 'utility': 151}, {'id': 2, 'like': 1, 'front': 1, 'utility': 151}, {'id': 3, 'like': 1, 'front': 1, 'utility': 153}, {'id': 4, 'like': 1, 'front': 0, 'utility': 95}, {'id': 5, 'like': 1, 'front': 0, 'utility': 100}, {'id': 6, 'like': 0, 'front': 0, 'utility': 901}, {'id': 7, 'like': 0, 'front': 0, 'utility': 901}]",802,2604,152,151,151,153,95,100,901,901
321,0.2,7,7,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 49}, {'id': 1, 'like': 1, 'front': 1, 'utility': 53}, {'id': 2, 'like': 1, 'front': 1, 'utility': 54}, {'id': 3, 'like': 1, 'front': 1, 'utility': 50}, {'id': 4, 'like': 1, 'front': 0, 'utility': 206}, {'id': 5, 'like': 1, 'front': 0, 'utility': 190}, {'id': 6, 'like': 1, 'front': 0, 'utility': 201}, {'id': 7, 'like': 0, 'front': 0, 'utility': 802}]",802,1605,49,53,54,50,206,190,201,802
314,0.6,6,7,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 152}, {'id': 1, 'like': 1, 'front': 1, 'utility': 153}, {'id': 2, 'like': 1, 'front': 1, 'utility': 149}, {'id': 3, 'like': 1, 'front': 1, 'utility': 145}, {'id': 4, 'like': 1, 'front': 0, 'utility': 101}, {'id': 5, 'like': 1, 'front': 0, 'utility': 99}, {'id': 6, 'like': 0, 'front': 0, 'utility': 902}, {'id': 7, 'like': 0, 'front': 0, 'utility': 897}]",800,2598,152,153,149,145,101,99,902,897
248,0.6,4,6,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 151}, {'id': 1, 'like': 1, 'front': 1, 'utility': 152}, {'id': 2, 'like': 1, 'front': 1, 'utility': 146}, {'id': 3, 'like': 1, 'front': 1, 'utility': 148}, {'id': 4, 'like': 1, 'front': 0, 'utility': 97}, {'id': 5, 'like': 1, 'front': 0, 'utility': 105}, {'id': 6, 'like': 0, 'front': 0, 'utility': 900}, {'id': 7, 'like': 0, 'front': 0, 'utility': 899}]",799,2598,151,152,146,148,97,105,900,899
162,0.8,4,4,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 200}, {'id': 1, 'like': 1, 'front': 1, 'utility': 198}, {'id': 2, 'like': 1, 'front': 1, 'utility': 200}, {'id': 3, 'like': 1, 'front': 1, 'utility': 199}, {'id': 4, 'like': 0, 'front': 0, 'utility': 950}, {'id': 5, 'like': 0, 'front': 0, 'utility': 949}, {'id': 6, 'like': 0, 'front': 0, 'utility': 949}, {'id': 7, 'like': 0, 'front': 0, 'utility': 950}]",798,4595,200,198,200,199,950,949,949,950
224,0.4,2,6,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 99}, {'id': 1, 'like': 1, 'front': 1, 'utility': 103}, {'id': 2, 'like': 0, 'front': 1, 'utility': 895}, {'id': 3, 'like': 0, 'front': 1, 'utility': 903}, {'id': 4, 'like': 1, 'front': 0, 'utility': 153}, {'id': 5, 'like': 1, 'front': 0, 'utility': 148}, {'id': 6, 'like': 1, 'front': 0, 'utility': 147}, {'id': 7, 'like': 1, 'front': 0, 'utility': 148}]",798,2596,99,103,895,903,153,148,147,148
288,0.2,4,7,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 49}, {'id': 1, 'like': 1, 'front': 1, 'utility': 47}, {'id': 2, 'like': 1, 'front': 1, 'utility': 49}, {'id': 3, 'like': 1, 'front': 1, 'utility': 50}, {'id': 4, 'like': 1, 'front': 0, 'utility': 194}, {'id': 5, 'like': 1, 'front': 0, 'utility': 200}, {'id': 6, 'like': 1, 'front': 0, 'utility': 208}, {'id': 7, 'like': 0, 'front': 0, 'utility': 797}]",797,1594,49,47,49,50,194,200,208,797
283,0.8,3,7,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 197}, {'id': 1, 'like': 1, 'front': 1, 'utility': 194}, {'id': 2, 'like': 1, 'front': 1, 'utility': 204}, {'id': 3, 'like': 0, 'front': 1, 'utility': 796}, {'id': 4, 'like': 1, 'front': 0, 'utility': 51}, {'id': 5, 'like': 1, 'front': 0, 'utility': 48}, {'id': 6, 'like': 1, 'front': 0, 'utility': 48}, {'id': 7, 'like': 1, 'front': 0, 'utility': 54}]",796,1592,197,194,204,796,51,48,48,54
320,0.1,7,7,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 28}, {'id': 1, 'like': 1, 'front': 1, 'utility': 24}, {'id': 2, 'like': 1, 'front': 1, 'utility': 26}, {'id': 3, 'like': 1, 'front': 1, 'utility': 22}, {'id': 4, 'like': 1, 'front': 0, 'utility': 225}, {'id': 5, 'like': 1, 'front': 0, 'utility': 223}, {'id': 6, 'like': 1, 'front': 0, 'utility': 232}, {'id': 7, 'like': 0, 'front': 0, 'utility': 780}]",780,1560,28,24,26,22,225,223,232,780
284,0.9,3,7,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 225}, {'id': 1, 'like': 1, 'front': 1, 'utility': 223}, {'id': 2, 'like': 1, 'front': 1, 'utility': 229}, {'id': 3, 'like': 0, 'front': 1, 'utility': 779}, {'id': 4, 'like': 1, 'front': 0, 'utility': 24}, {'id': 5, 'like': 1, 'front': 0, 'utility': 27}, {'id': 6, 'like': 1, 'front': 0, 'utility': 25}, {'id': 7, 'like': 1, 'front': 0, 'utility': 27}]",779,1559,225,223,229,779,24,27,25,27
216,0.7,5,5,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 179}, {'id': 1, 'like': 1, 'front': 1, 'utility': 171}, {'id': 2, 'like': 1, 'front': 1, 'utility': 174}, {'id': 3, 'like': 1, 'front': 1, 'utility': 178}, {'id': 4, 'like': 1, 'front': 0, 'utility': 76}, {'id': 5, 'like': 0, 'front': 0, 'utility': 928}, {'id': 6, 'like': 0, 'front': 0, 'utility': 923}, {'id': 7, 'like': 0, 'front': 0, 'utility': 927}]",778,3556,179,171,174,178,76,928,923,927
260,0.7,5,6,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 176}, {'id': 1, 'like': 1, 'front': 1, 'utility': 174}, {'id': 2, 'like': 1, 'front': 1, 'utility': 178}, {'id': 3, 'like': 1, 'front': 1, 'utility': 174}, {'id': 4, 'like': 1, 'front': 0, 'utility': 76}, {'id': 5, 'like': 0, 'front': 0, 'utility': 922}, {'id': 6, 'like': 0, 'front': 0, 'utility': 924}, {'id': 7, 'like': 0, 'front': 0, 'utility': 931}]",777,3555,176,174,178,174,76,922,924,931
168,0.3,1,5,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 75}, {'id': 1, 'like': 0, 'front': 1, 'utility': 925}, {'id': 2, 'like': 0, 'front': 1, 'utility': 924}, {'id': 3, 'like': 0, 'front': 1, 'utility': 925}, {'id': 4, 'like': 1, 'front': 0, 'utility': 175}, {'id': 5, 'like': 1, 'front': 0, 'utility': 171}, {'id': 6, 'like': 1, 'front': 0, 'utility': 179}, {'id': 7, 'like': 1, 'front': 0, 'utility': 173}]",773,3547,75,925,924,925,175,171,179,173
205,0.7,4,5,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 174}, {'id': 1, 'like': 1, 'front': 1, 'utility': 173}, {'id': 2, 'like': 1, 'front': 1, 'utility': 178}, {'id': 3, 'like': 1, 'front': 1, 'utility': 169}, {'id': 4, 'like': 1, 'front': 0, 'utility': 77}, {'id': 5, 'like': 0, 'front': 0, 'utility': 921}, {'id': 6, 'like': 0, 'front': 0, 'utility': 925}, {'id': 7, 'like': 0, 'front': 0, 'utility': 926}]",771,3543,174,173,178,169,77,921,925,926
287,0.1,4,7,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 27}, {'id': 1, 'like': 1, 'front': 1, 'utility': 25}, {'id': 2, 'like': 1, 'front': 1, 'utility': 26}, {'id': 3, 'like': 1, 'front': 1, 'utility': 25}, {'id': 4, 'like': 1, 'front': 0, 'utility': 222}, {'id': 5, 'like': 1, 'front': 0, 'utility': 224}, {'id': 6, 'like': 1, 'front': 0, 'utility': 223}, {'id': 7, 'like': 0, 'front': 0, 'utility': 771}]",771,1543,27,25,26,25,222,224,223,771
286,0,4,7,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 0}, {'id': 1, 'like': 1, 'front': 1, 'utility': 0}, {'id': 2, 'like': 1, 'front': 1, 'utility': 0}, {'id': 3, 'like': 1, 'front': 1, 'utility': 0}, {'id': 4, 'like': 1, 'front': 0, 'utility': 256}, {'id': 5, 'like': 1, 'front': 0, 'utility': 247}, {'id': 6, 'like': 1, 'front': 0, 'utility': 252}, {'id': 7, 'like': 0, 'front': 0, 'utility': 756}]",756,1511,0,0,0,0,256,247,252,756
239,0.8,3,6,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 201}, {'id': 1, 'like': 1, 'front': 1, 'utility': 204}, {'id': 2, 'like': 1, 'front': 1, 'utility': 202}, {'id': 3, 'like': 0, 'front': 1, 'utility': 806}, {'id': 4, 'like': 1, 'front': 0, 'utility': 51}, {'id': 5, 'like': 1, 'front': 0, 'utility': 51}, {'id': 6, 'like': 1, 'front': 0, 'utility': 46}, {'id': 7, 'like': 0, 'front': 0, 'utility': 949}]",755,2510,201,204,202,806,51,51,46,949
233,0.2,3,6,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 52}, {'id': 1, 'like': 1, 'front': 1, 'utility': 54}, {'id': 2, 'like': 1, 'front': 1, 'utility': 48}, {'id': 3, 'like': 0, 'front': 1, 'utility': 949}, {'id': 4, 'like': 1, 'front': 0, 'utility': 202}, {'id': 5, 'like': 1, 'front': 0, 'utility': 202}, {'id': 6, 'like': 1, 'front': 0, 'utility': 198}, {'id': 7, 'like': 0, 'front': 0, 'utility': 806}]",755,2511,52,54,48,949,202,202,198,806
232,0.1,3,6,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 23}, {'id': 1, 'like': 1, 'front': 1, 'utility': 27}, {'id': 2, 'like': 1, 'front': 1, 'utility': 24}, {'id': 3, 'like': 0, 'front': 1, 'utility': 972}, {'id': 4, 'like': 1, 'front': 0, 'utility': 225}, {'id': 5, 'like': 1, 'front': 0, 'utility': 227}, {'id': 6, 'like': 1, 'front': 0, 'utility': 227}, {'id': 7, 'like': 0, 'front': 0, 'utility': 781}]",753,2506,23,27,24,972,225,227,227,781
109,1,3,3,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 248}, {'id': 1, 'like': 1, 'front': 1, 'utility': 248}, {'id': 2, 'like': 1, 'front': 1, 'utility': 256}, {'id': 3, 'like': 0, 'front': 1, 'utility': 752}, {'id': 4, 'like': 0, 'front': 0, 'utility': 1000}, {'id': 5, 'like': 0, 'front': 0, 'utility': 1000}, {'id': 6, 'like': 0, 'front': 0, 'utility': 1000}, {'id': 7, 'like': 0, 'front': 0, 'utility': 1000}]",752,5504,248,248,256,752,1000,1000,1000,1000
241,1,3,6,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 244}, {'id': 1, 'like': 1, 'front': 1, 'utility': 250}, {'id': 2, 'like': 1, 'front': 1, 'utility': 258}, {'id': 3, 'like': 0, 'front': 1, 'utility': 752}, {'id': 4, 'like': 1, 'front': 0, 'utility': 0}, {'id': 5, 'like': 1, 'front': 0, 'utility': 0}, {'id': 6, 'like': 1, 'front': 0, 'utility': 0}, {'id': 7, 'like': 0, 'front': 0, 'utility': 1000}]",752,2504,244,250,258,752,0,0,0,1000
237,0.6,3,6,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 152}, {'id': 1, 'like': 1, 'front': 1, 'utility': 149}, {'id': 2, 'like': 1, 'front': 1, 'utility': 146}, {'id': 3, 'like': 0, 'front': 1, 'utility': 852}, {'id': 4, 'like': 1, 'front': 0, 'utility': 99}, {'id': 5, 'like': 1, 'front': 0, 'utility': 103}, {'id': 6, 'like': 1, 'front': 0, 'utility': 103}, {'id': 7, 'like': 0, 'front': 0, 'utility': 900}]",752,2504,152,149,146,852,99,103,103,900
247,0.5,4,6,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 130}, {'id': 1, 'like': 1, 'front': 1, 'utility': 118}, {'id': 2, 'like': 1, 'front': 1, 'utility': 121}, {'id': 3, 'like': 1, 'front': 1, 'utility': 131}, {'id': 4, 'like': 1, 'front': 0, 'utility': 128}, {'id': 5, 'like': 1, 'front': 0, 'utility': 124}, {'id': 6, 'like': 0, 'front': 0, 'utility': 879}, {'id': 7, 'like': 0, 'front': 0, 'utility': 873}]",752,2504,130,118,121,131,128,124,879,873
269,0.5,6,6,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 119}, {'id': 1, 'like': 1, 'front': 1, 'utility': 128}, {'id': 2, 'like': 1, 'front': 1, 'utility': 127}, {'id': 3, 'like': 1, 'front': 1, 'utility': 129}, {'id': 4, 'like': 1, 'front': 0, 'utility': 122}, {'id': 5, 'like': 1, 'front': 0, 'utility': 128}, {'id': 6, 'like': 0, 'front': 0, 'utility': 880}, {'id': 7, 'like': 0, 'front': 0, 'utility': 872}]",752,2505,119,128,127,129,122,128,880,872
319,0,7,7,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 0}, {'id': 1, 'like': 1, 'front': 1, 'utility': 0}, {'id': 2, 'like': 1, 'front': 1, 'utility': 0}, {'id': 3, 'like': 1, 'front': 1, 'utility': 0}, {'id': 4, 'like': 1, 'front': 0, 'utility': 252}, {'id': 5, 'like': 1, 'front': 0, 'utility': 250}, {'id': 6, 'like': 1, 'front': 0, 'utility': 249}, {'id': 7, 'like': 0, 'front': 0, 'utility': 751}]",751,1502,0,0,0,0,252,250,249,751
153,1,3,4,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 246}, {'id': 1, 'like': 1, 'front': 1, 'utility': 252}, {'id': 2, 'like': 1, 'front': 1, 'utility': 252}, {'id': 3, 'like': 0, 'front': 1, 'utility': 750}, {'id': 4, 'like': 1, 'front': 0, 'utility': 0}, {'id': 5, 'like': 0, 'front': 0, 'utility': 1000}, {'id': 6, 'like': 0, 'front': 0, 'utility': 1000}, {'id': 7, 'like': 0, 'front': 0, 'utility': 1000}]",750,4500,246,252,252,750,0,1000,1000,1000
313,0.5,6,7,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 135}, {'id': 1, 'like': 1, 'front': 1, 'utility': 122}, {'id': 2, 'like': 1, 'front': 1, 'utility': 126}, {'id': 3, 'like': 1, 'front': 1, 'utility': 119}, {'id': 4, 'like': 1, 'front': 0, 'utility': 123}, {'id': 5, 'like': 1, 'front': 0, 'utility': 124}, {'id': 6, 'like': 0, 'front': 0, 'utility': 876}, {'id': 7, 'like': 0, 'front': 0, 'utility': 874}]",750,2499,135,122,126,119,123,124,876,874
225,0.5,2,6,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 126}, {'id': 1, 'like': 1, 'front': 1, 'utility': 127}, {'id': 2, 'like': 0, 'front': 1, 'utility': 870}, {'id': 3, 'like': 0, 'front': 1, 'utility': 880}, {'id': 4, 'like': 1, 'front': 0, 'utility': 120}, {'id': 5, 'like': 1, 'front': 0, 'utility': 127}, {'id': 6, 'like': 1, 'front': 0, 'utility': 126}, {'id': 7, 'like': 1, 'front': 0, 'utility': 124}]",750,2500,126,127,870,880,120,127,126,124
66,0,0,3,"[{'id': 0, 'like': 0, 'front': 1, 'utility': 1000}, {'id': 1, 'like': 0, 'front': 1, 'utility': 1000}, {'id': 2, 'like': 0, 'front': 1, 'utility': 1000}, {'id': 3, 'like': 0, 'front': 1, 'utility': 1000}, {'id': 4, 'like': 1, 'front': 0, 'utility': 253}, {'id': 5, 'like': 1, 'front': 0, 'utility': 243}, {'id': 6, 'like': 1, 'front': 0, 'utility': 253}, {'id': 7, 'like': 0, 'front': 0, 'utility': 749}]",749,5498,1000,1000,1000,1000,253,243,253,749
238,0.7,3,6,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 170}, {'id': 1, 'like': 1, 'front': 1, 'utility': 181}, {'id': 2, 'like': 1, 'front': 1, 'utility': 178}, {'id': 3, 'like': 0, 'front': 1, 'utility': 824}, {'id': 4, 'like': 1, 'front': 0, 'utility': 73}, {'id': 5, 'like': 1, 'front': 0, 'utility': 77}, {'id': 6, 'like': 1, 'front': 0, 'utility': 70}, {'id': 7, 'like': 0, 'front': 0, 'utility': 925}]",749,2498,170,181,178,824,73,77,70,925
234,0.3,3,6,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 72}, {'id': 1, 'like': 1, 'front': 1, 'utility': 71}, {'id': 2, 'like': 1, 'front': 1, 'utility': 78}, {'id': 3, 'like': 0, 'front': 1, 'utility': 923}, {'id': 4, 'like': 1, 'front': 0, 'utility': 180}, {'id': 5, 'like': 1, 'front': 0, 'utility': 169}, {'id': 6, 'like': 1, 'front': 0, 'utility': 179}, {'id': 7, 'like': 0, 'front': 0, 'utility': 826}]",749,2498,72,71,78,923,180,169,179,826
285,1,3,7,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 253}, {'id': 1, 'like': 1, 'front': 1, 'utility': 245}, {'id': 2, 'like': 1, 'front': 1, 'utility': 251}, {'id': 3, 'like': 0, 'front': 1, 'utility': 748}, {'id': 4, 'like': 1, 'front': 0, 'utility': 0}, {'id': 5, 'like': 1, 'front': 0, 'utility': 0}, {'id': 6, 'like': 1, 'front': 0, 'utility': 0}, {'id': 7, 'like': 1, 'front': 0, 'utility': 0}]",748,1497,253,245,251,748,0,0,0,0
197,1,3,5,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 247}, {'id': 1, 'like': 1, 'front': 1, 'utility': 252}, {'id': 2, 'like': 1, 'front': 1, 'utility': 248}, {'id': 3, 'like': 0, 'front': 1, 'utility': 747}, {'id': 4, 'like': 1, 'front': 0, 'utility': 0}, {'id': 5, 'like': 1, 'front': 0, 'utility': 0}, {'id': 6, 'like': 0, 'front': 0, 'utility': 1000}, {'id': 7, 'like': 0, 'front': 0, 'utility': 1000}]",747,3494,247,252,248,747,0,0,1000,1000
302,0.5,5,7,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 121}, {'id': 1, 'like': 1, 'front': 1, 'utility': 125}, {'id': 2, 'like': 1, 'front': 1, 'utility': 125}, {'id': 3, 'like': 1, 'front': 1, 'utility': 130}, {'id': 4, 'like': 1, 'front': 0, 'utility': 119}, {'id': 5, 'like': 1, 'front': 0, 'utility': 126}, {'id': 6, 'like': 0, 'front': 0, 'utility': 876}, {'id': 7, 'like': 0, 'front': 0, 'utility': 871}]",747,2493,121,125,125,130,119,126,876,871
235,0.4,3,6,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 99}, {'id': 1, 'like': 1, 'front': 1, 'utility': 100}, {'id': 2, 'like': 1, 'front': 1, 'utility': 105}, {'id': 3, 'like': 0, 'front': 1, 'utility': 898}, {'id': 4, 'like': 1, 'front': 0, 'utility': 148}, {'id': 5, 'like': 1, 'front': 0, 'utility': 151}, {'id': 6, 'like': 1, 'front': 0, 'utility': 142}, {'id': 7, 'like': 0, 'front': 0, 'utility': 847}]",745,2490,99,100,105,898,148,151,142,847
121,0,1,4,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 0}, {'id': 1, 'like': 0, 'front': 1, 'utility': 1000}, {'id': 2, 'like': 0, 'front': 1, 'utility': 1000}, {'id': 3, 'like': 0, 'front': 1, 'utility': 1000}, {'id': 4, 'like': 1, 'front': 0, 'utility': 243}, {'id': 5, 'like': 1, 'front': 0, 'utility': 250}, {'id': 6, 'like': 1, 'front': 0, 'utility': 253}, {'id': 7, 'like': 0, 'front': 0, 'utility': 745}]",745,4491,0,1000,1000,1000,243,250,253,745
231,0,3,6,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 0}, {'id': 1, 'like': 1, 'front': 1, 'utility': 0}, {'id': 2, 'like': 1, 'front': 1, 'utility': 0}, {'id': 3, 'like': 0, 'front': 1, 'utility': 1000}, {'id': 4, 'like': 1, 'front': 0, 'utility': 255}, {'id': 5, 'like': 1, 'front': 0, 'utility': 245}, {'id': 6, 'like': 1, 'front': 0, 'utility': 245}, {'id': 7, 'like': 0, 'front': 0, 'utility': 745}]",745,2490,0,0,0,1000,255,245,245,745
240,0.9,3,6,"[{'id': 0, 'like': 1, 'front': 1, 'utility': 219}, {'id': 1, 'like': 1, 'front': 1, 'utility': 229}, {'id': 2, 'like': 1, 'front': 1, 'utility': 223}, {'id': 3, 'like': 0, 'front': 1, 'utility': 771}, {'id': 4, 'like': 1, 'front': 0, 'utility': 24}, {'id': 5, 'like': 1, 'front': 0, 'utility': 25}, {'id': 6, 'like': 1, 'front': 0, 'utility': 24}, {'id': 7, 'like': 0, 'front': 0, 'utility': 973}]",744,2488,219,229,223,771,24,25,24,973
